id,code,name
product_title_A,"A","60/1"
product_title_B,"B","50/1"
product_title_C,"C","40/1"
product_title_D,"D","36/1"
product_title_E,"E","30/1"
product_title_F,"F","24/1"
product_title_G,"G","20/1"
product_title_H,"H","18/1"
product_title_I,"I","16/1"
product_title_J,"J","12/1"
product_title_K,"K","10/1"
product_title_L,"L","8/1"
