id,code,name
color_range_1,"1","BLANCOS OPTICOS"
color_range_2,"2","AMARILLO"
color_range_3,"3","NARANJA"
color_range_4,"4","ROJO"
color_range_5,"5","MORADO"
color_range_6,"6","AZUL"
color_range_7,"7","VERDES"
color_range_8,"8","TURQUEZAS"
color_range_9,"9","MARRON"
color_range_N,"N","NEGROS Y GRISES"
color_range_B,"B","BLANCO QUIMICO"
color_range_D,"D","DESCRUDE"
color_range_L,"L","LAVADOS"
