id,code,name
product_gauge_12,"12","Galga 12"
product_gauge_14,"14","Galga 14"
product_gauge_16,"16","Galga 16"
product_gauge_18,"18","Galga 18"
product_gauge_20,"20","Galga 20"
product_gauge_22,"22","Galga 22"
product_gauge_24,"24","Galga 24"
product_gauge_28,"28","Galga 28"
product_gauge_32,"32","Galga 32"
